review,emotion_label
Rock Star A+ Customer Service!!! Great Experience!!! Highly recommend this business and I will be coming back to shop for more Awesome Tees!! Many Thanks!!M :),0
Happy with the design and quality of the materials,1
"When ordering, a little info if sizes run smaller, ordered a 2x and it looked like it would fit a teen age not an adult that wears that size. And for 30 bucks a pop because of shipping. Not happy with the product, but was ok with the quickness of the return. I thank you for that. But probably wont be ordering from this sight again. Thanks",0
The sizing of the T-shirts were much smaller than when buying off the rack but when I asked to exchange them the service I received from Tee Public was excellent and the shirts in a bigger size were promptly posted off to me.I am impressed with the efficiency and politeness I have experienced.Many thanks.,0
I have ordered many shirts and love them all. Good price and good quality and great customer service. Thanks!Mike,0
Product was delivered quickly and came exactly as described. Very happy with my purchase.,1
"I love these artists, this website is easy to use, and my TShirt is awesome and a high quality!!! Thank you!!!",0
"The designs are great, but the quality of the impression it���������s terrible, you can see the lines of the printer vertically as the printer did not have enough ink. Honestly disappointed and actually I would ",3
"The ordering process was great, communication also and product was delivered in a reasonable amount of time. I did not ever see the product however. My husband got the mail and laid it on the back of my car, forgot to tell me. when I went driving everything fell off. Didn���������t realize it until several hours later. Found everything on or near the road except the tee shirt package. I can only assume someone picked it up and kept it. Hopefully they will enjoy it. Thank you. You did everything in a timely efficient fashion and was gr",0
Shirt arrived MUCH smaller than I expected ( womens XL was tiny. Looked like a child's shirt) Contacted customer service and now the problem has been resolved. Thanks!,0
Excellent quality and graphics.Sizing is true.Will be ordering again.Thank you.,0
"Thanks for the shirt. My only let down was the blaze orange Background color wasn't available, it would have matched some shorts I inherited from my grandson when he outgrew them",0
"UPDATE: in response to this review, I received a message (that I couldn't reply to) that gave me an email to contact. I copied/pasted that email address and it came up ""invalid"". Wasting my time.Tee-shirt was thin, cheaply made, should be marked for women, not unisex. Very disappointed.",3
"These shirt's are f'n awesome! Super high quality, and incredibly comfortable. Thank you so much!",0
Orders always arrive in good condition and correct. Tee public communication is on point.Thanks ����,0
"Ordered as a gift for my husband. Very happy with the finished product, but delivery was almost 2 weeks longer than anticipated.",1
The purchase I made was a gift to my sister for Christmas. It arrived in plenty of tine to be wrapped and placed under the Christmas tree. My overall experience from TeePublic was a 10+!! I will be making future orders. Thank you very much!,0
"Thank you for getting the t-shirt delivered before Christmas. ""If you ain't Dutch you ain't much.""This gift made my Grandfathers Christmas! His fathers name was Dutch and as kids he use to always ask us if we were Dutch to confuse us. He had the biggest smile when he opened it. He is very elderly and I fear this may be our last, or one of our last Christmas together. Thanks again for making it special.",0
